iter	Logloss
466	0.224948212
467	0.2248266908
468	0.2247371165
469	0.2246487994
470	0.2245691145
471	0.2244989868
472	0.2243641955
473	0.2242949773
474	0.2242103614
475	0.2241439043
476	0.2240677017
477	0.2240202917
478	0.2238627778
479	0.2237971666
480	0.2236917279
481	0.2235264571
482	0.2234659414
483	0.2234307588
484	0.2232993234
485	0.2232194712
486	0.2231676029
487	0.2230643057
488	0.2230225605
489	0.2229562832
490	0.2228097144
491	0.2227395339
492	0.2226440525
493	0.2225307701
494	0.2224379572
495	0.2223682213
496	0.2222548272
497	0.2221728026
498	0.2221024099
499	0.2219926401
500	0.2218797839
501	0.2218197786
502	0.2217393459
503	0.2216597841
504	0.2215843004
505	0.2215146183
506	0.221322062
507	0.2211540521
508	0.2211104604
509	0.2209982725
510	0.220844667
511	0.2207465339
512	0.220577257
513	0.2204590736
514	0.2204029514
515	0.2203176631
516	0.2202084684
517	0.2200804898
518	0.2199548939
519	0.2198133511
520	0.2196997799
521	0.2195663157
522	0.2195084117
523	0.2194427551
524	0.2192429998
525	0.2191570875
526	0.2191019519
527	0.219005682
528	0.2189643039
529	0.2189297734
530	0.218837908
531	0.2187297644
532	0.218684679
533	0.2186081519
534	0.2185328199
535	0.2184391628
536	0.2183883144
537	0.2183244257
538	0.218234857
539	0.2181221893
540	0.2180670856
541	0.2180113567
542	0.2178983014
543	0.2178522709
544	0.2177242939
545	0.2175770097
546	0.2175339058
547	0.217405558
548	0.2172633892
549	0.2171663825
550	0.2170619337
551	0.2169661864
552	0.2168295767
553	0.2167235004
554	0.2165668942
555	0.2165138131
556	0.2164522421
557	0.2163369274
558	0.216259599
559	0.2161950207
560	0.2160909509
561	0.2160242011
562	0.2159530254
563	0.2159107499
564	0.2158685374
565	0.2158293277
566	0.2157109169
567	0.2156512148
568	0.2156164443
569	0.2155900448
570	0.2154802925
571	0.2153788128
572	0.2152810741
573	0.2152226847
574	0.2151660945
575	0.2151098141
576	0.2150417996
577	0.2149543371
578	0.2148364632
579	0.2147366726
580	0.2146493145
581	0.2146078288
582	0.2145241489
583	0.2144554797
584	0.2143821112
585	0.2143268911
586	0.2142882761
587	0.2141480663
588	0.21409052
589	0.2140259779
590	0.2139505015
591	0.2138859556
592	0.2137895227
593	0.2137095718
594	0.2135826157
595	0.2134497517
596	0.213378571
597	0.2132866269
598	0.2132140608
599	0.2131902812
600	0.2130917405
601	0.2129650329
602	0.2128046189
603	0.2126598273
604	0.2125858241
605	0.2125086875
606	0.2124835548
607	0.2124268636
608	0.2124201189
609	0.2123624879
610	0.2122654671
611	0.2121575842
612	0.2120846842
613	0.2119990735
614	0.2119684726
615	0.2119285193
616	0.2118440147
617	0.2117826765
618	0.2117312386
619	0.2116581111
620	0.2115764904
621	0.2114712691
622	0.2113577785
623	0.2112713917
624	0.2112106406
625	0.2112042207
626	0.2111706421
627	0.2111034313
628	0.2110225027
629	0.2109112504
630	0.2108043391
631	0.2107528074
632	0.2106200243
633	0.2105264968
634	0.2104327679
635	0.2103586378
636	0.210306911
637	0.2102074376
638	0.2100779566
639	0.2099657226
640	0.2099129485
641	0.2099068408
642	0.2099010088
643	0.2098242976
644	0.2097801417
645	0.2097024892
646	0.2096002407
647	0.2095457887
648	0.2094826654
649	0.2094621361
650	0.2094564334
651	0.2093686139
652	0.2092989203
653	0.2092471004
654	0.2091443293
655	0.2090564634
656	0.2090020399
657	0.2089337636
658	0.2089144513
659	0.2088090665
660	0.2088037537
661	0.2087622852
662	0.2087479315
663	0.208742789
664	0.2087378148
665	0.2086679984
666	0.2085992543
667	0.2085945189
668	0.2085047311
669	0.2083928258
670	0.2083034053
671	0.2082842904
672	0.2081802639
673	0.2081646125
674	0.2081178436
675	0.2079994988
676	0.2079110705
677	0.2078954502
678	0.2078744185
679	0.2078414537
680	0.20777916
681	0.2077658983
682	0.2077614851
683	0.2077006112
684	0.2076828589
685	0.2076267208
686	0.2074870042
687	0.2074827256
688	0.2074561357
689	0.2073906284
690	0.2073132641
691	0.2071749126
692	0.2070949006
693	0.2069882717
694	0.2069399664
695	0.206782541
696	0.2067273344
697	0.2066456742
698	0.2066206197
699	0.2064865043
700	0.2064280247
701	0.2063829574
702	0.2063743399
703	0.2063320532
704	0.2062404271
705	0.2061163566
706	0.2060657819
707	0.2059953838
708	0.2059417662
709	0.2058024854
710	0.2057862324
711	0.205705945
712	0.2056247943
713	0.205547687
714	0.2054775291
715	0.2054288482
716	0.2053351201
717	0.2052350337
718	0.2050954232
719	0.2050802103
720	0.204981176
721	0.2049636881
722	0.204860561
723	0.2048130991
724	0.2047420771
725	0.2046794999
726	0.2046021489
727	0.2045300152
728	0.2044597631
729	0.2044478448
730	0.2043733075
731	0.2043281639
732	0.204234698
733	0.2041956954
734	0.2041111736
735	0.2039988383
736	0.2039309719
737	0.203862466
738	0.2037925923
739	0.2037164252
740	0.2036395204
741	0.2035552599
742	0.203472778
743	0.2034241286
744	0.2033347556
745	0.2032715344
746	0.2032131258
747	0.2031473893
748	0.2030755723
749	0.2030680567
750	0.2030207541
751	0.2029856359
752	0.2029785422
753	0.2028514613
754	0.2027682449
755	0.2027178888
756	0.2026166854
757	0.2024660621
758	0.2024622359
759	0.2023646814
760	0.2022598316
761	0.2022294354
762	0.2021743517
763	0.2020541808
764	0.2019272884
765	0.2018751876
766	0.2018387797
767	0.2018320361
768	0.2017882209
769	0.201781804
770	0.2017425835
771	0.2016912532
772	0.2016717122
773	0.2016158708
774	0.2015208742
775	0.2014499575
776	0.201358121
777	0.2012343903
778	0.2011489295
779	0.2010540403
780	0.2009286449
781	0.2008609344
782	0.2007469193
783	0.2006749446
784	0.200588016
785	0.2005745293
786	0.2005322779
787	0.2005112488
788	0.2004773537
789	0.2004010426
790	0.2003640565
791	0.2002899782
792	0.2002838823
793	0.2002143881
794	0.2002085366
795	0.2001296509
796	0.2000593572
797	0.1999983084
798	0.1999927449
799	0.1999321021
800	0.1998161243
801	0.1996996339
802	0.1996617559
803	0.1996066787
804	0.1994883896
805	0.1994086187
806	0.199288791
807	0.1992030607
808	0.1991459582
809	0.1990665568
810	0.1989664147
811	0.198872635
812	0.198813379
813	0.1987133852
814	0.1986835883
815	0.1986006304
816	0.1985658783
817	0.1984764684
818	0.1984130452
819	0.1983349403
820	0.1982521186
821	0.198197004
822	0.1981470233
823	0.1980935726
824	0.1979439202
825	0.1978195994
826	0.1977559427
827	0.1976999271
828	0.1976724465
829	0.1976190118
830	0.197506713
831	0.1974619609
832	0.1973751597
833	0.1973043908
834	0.1971775016
835	0.1971150332
836	0.1970200339
837	0.1969772691
838	0.1969105176
839	0.1968356187
840	0.1967324474
841	0.1966757471
842	0.1965715389
843	0.1965233044
844	0.1964700191
845	0.1964097136
846	0.1963475377
847	0.1962878949
848	0.1962306704
849	0.1961324883
850	0.1960722948
851	0.1959930759
852	0.1959407354
853	0.1958590085
854	0.1957999006
855	0.1957444689
856	0.1956593892
857	0.1955984159
858	0.1955430255
859	0.1955112298
860	0.1954429637
861	0.1953795283
862	0.1953327312
863	0.1952689453
864	0.1951660553
865	0.1951017622
866	0.195006548
867	0.1949560103
868	0.1948698564
869	0.1947953763
870	0.1947396424
871	0.1946609553
872	0.1946131071
873	0.1945734664
874	0.1945066326
875	0.1944091184
876	0.1943239665
877	0.194262396
878	0.1942043523
879	0.1941750891
880	0.1941088244
881	0.1940290396
882	0.1939908727
883	0.1939356227
884	0.1938731376
885	0.1937960578
886	0.1937145164
887	0.1936576551
888	0.1935552989
889	0.1934728544
890	0.193369203
891	0.1933187898
892	0.193242312
893	0.1931916402
894	0.1931128624
895	0.1930384952
896	0.1929867863
897	0.1928891798
898	0.1928394255
899	0.1927823349
900	0.192720781
901	0.1926213786
902	0.1925620693
903	0.1925234726
904	0.192420501
905	0.1923059022
906	0.1922797501
907	0.192227219
908	0.1921546464
909	0.1920629327
910	0.1920087287
911	0.1919187973
912	0.1918608519
913	0.1917731765
914	0.1917256206
915	0.1916459344
916	0.191585985
917	0.1914877384
918	0.1914135761
919	0.1913639871
920	0.1913024808
921	0.1912329452
922	0.1911874417
923	0.1911177925
924	0.1910368028
925	0.1909792528
926	0.1909622153
927	0.1909147687
928	0.1908935354
929	0.1908205957
930	0.1907718705
931	0.1907232388
932	0.19067818
933	0.1906364109
934	0.1906048659
935	0.1905998178
936	0.1905954199
937	0.1905773622
938	0.1905703264
939	0.1905296702
940	0.1904471247
941	0.1903982474
942	0.1903490073
943	0.1903009182
944	0.1902895758
945	0.1902525643
946	0.1902497094
947	0.1902080006
948	0.1901519878
949	0.1900854308
950	0.1900045117
951	0.189953279
952	0.1898911152
953	0.1898637132
954	0.1898131693
955	0.1897754367
956	0.1897726342
957	0.1897038937
958	0.1896637737
959	0.189610164
960	0.1895457669
961	0.1894782369
962	0.189435051
963	0.1893570909
964	0.1893064289
965	0.1892511935
966	0.1891905484
967	0.1891175388
968	0.1890295724
969	0.1889509448
970	0.1889021807
971	0.1888593371
972	0.1887967572
973	0.1887214307
974	0.1886359336
975	0.18859591
976	0.1884716336
977	0.1884584504
978	0.1884466014
979	0.1884117554
980	0.1883691917
981	0.1883175634
982	0.1882692799
983	0.1881929844
984	0.1881663354
985	0.1881477905
986	0.1881078947
987	0.1880637419
988	0.1880491807
989	0.1879439991
990	0.1878745032
991	0.1877930033
992	0.187747909
993	0.187719251
994	0.1876620533
995	0.1875970055
996	0.1875333275
997	0.1874592654
998	0.187386801
999	0.1873163104
